,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,label
7373,0,0,1,0,0,0,0,0,0,0,0
7374,0,0,0,0,0,0,0,0,0,0,0
7376,0,1,0,0,1,1,1,0,0,0,0
7377,0,0,0,0,1,0,0,0,0,0,0
7378,1,0,0,0,0,0,0,0,0,0,0
7379,0,0,0,1,1,1,1,0,0,0,0
7380,1,1,0,1,1,1,1,1,0,0,0
7381,0,0,0,1,0,0,0,0,0,0,0
7382,0,0,0,0,0,0,0,0,0,1,1
7386,0,0,1,0,1,0,1,1,0,0,1
7387,1,1,1,0,0,0,0,0,1,1,1
7388,0,0,0,1,0,1,0,1,0,0,0
7389,0,1,0,0,0,0,0,0,0,0,0
7391,0,0,0,0,0,0,0,0,0,0,0
7394,0,0,0,0,0,0,0,0,0,0,1
7395,0,0,1,0,0,0,0,0,0,0,1
7396,0,0,0,0,1,0,0,0,1,1,1
7398,0,0,0,0,1,0,0,0,0,1,0
7399,1,0,0,0,1,0,0,1,0,0,0
7400,1,0,1,0,1,0,1,1,0,0,0
7402,0,0,0,0,0,0,1,1,0,0,0
7403,0,0,0,0,0,0,0,0,0,0,0
7405,0,0,1,0,0,1,1,0,0,0,0
7407,1,0,0,0,1,0,0,1,0,0,0
7408,0,0,0,0,0,1,0,0,0,0,0
7409,0,0,0,0,1,0,0,0,0,1,0
7412,1,1,0,0,0,0,0,1,0,0,1
7413,1,0,0,0,0,0,0,0,0,0,0
7415,1,0,0,1,0,0,0,0,1,0,0
7416,0,0,0,0,1,0,0,0,0,1,1
7418,0,0,1,0,1,1,1,1,0,0,1
7419,0,0,0,0,1,1,1,1,0,0,0
7420,1,0,0,0,0,0,1,1,0,0,0
7421,1,0,0,0,1,0,0,0,0,0,0
7422,0,0,0,1,0,0,0,0,0,0,0
7423,1,1,1,1,0,0,0,0,0,0,0
7425,0,0,1,1,0,0,0,0,0,0,0
7426,1,1,0,0,0,0,0,0,0,0,0
7430,0,0,0,0,0,0,0,1,0,0,0
7431,0,0,0,0,0,0,0,1,0,0,1
7432,1,1,1,0,0,0,0,0,0,0,1
7433,1,1,1,0,1,0,0,1,0,0,0
7435,1,1,0,0,1,0,0,0,0,0,0
7436,1,0,1,0,1,1,1,1,0,1,0
7437,0,0,1,0,0,0,0,0,0,0,0
7438,0,0,0,0,1,0,0,0,0,0,0
7441,0,0,1,0,0,0,0,0,0,0,0
7442,1,0,0,0,1,0,0,0,0,0,0
7443,1,1,1,1,1,1,1,1,1,1,0
7444,1,0,0,0,0,0,0,0,0,0,0
7446,0,1,0,1,0,0,0,0,0,0,0
7447,1,0,0,0,1,0,0,0,1,0,1
7449,0,0,1,0,0,0,0,0,0,0,0
7451,0,0,0,0,0,0,1,1,0,0,0
7452,1,0,0,0,0,0,0,0,0,0,0
7453,0,1,1,0,0,0,1,1,0,0,0
7454,0,0,0,0,1,0,1,1,0,0,0
7455,0,0,0,0,1,0,0,1,0,0,0
7458,0,0,0,0,0,1,0,0,0,0,0
7462,0,0,0,0,1,0,1,1,0,0,0
7463,0,0,0,0,1,1,1,1,1,1,1
7465,0,0,0,0,0,1,1,1,0,0,0
7466,0,0,0,0,0,0,0,0,0,0,0
7468,0,0,1,0,0,0,0,0,0,0,0
7469,0,0,0,0,1,0,0,0,1,1,1
7470,1,0,0,0,1,1,0,1,0,0,0
7472,0,0,0,0,0,0,0,0,0,1,0
7473,0,0,0,0,0,0,0,0,1,1,1
7476,0,0,1,0,1,0,0,1,0,0,0
7477,1,1,0,1,0,0,0,0,0,0,0
7479,0,0,1,0,0,0,1,0,0,0,0
7482,0,0,0,0,1,0,0,0,0,0,0
7483,0,0,0,0,0,0,1,0,0,0,0
7484,1,0,0,1,0,0,0,0,0,0,0
7485,1,1,0,1,1,0,1,1,0,1,0
7486,0,0,0,1,0,0,0,0,0,0,0
7487,1,0,1,1,1,0,0,0,0,0,0
7488,1,0,0,0,1,0,0,0,0,0,0
7489,1,1,1,0,1,0,0,0,0,0,0
7490,0,0,0,0,0,0,0,0,0,0,1
7493,0,0,0,0,0,0,0,1,0,0,0
7494,0,0,1,0,0,0,0,0,0,0,0
7495,1,1,1,0,1,0,1,0,0,0,0
7496,0,0,1,0,0,0,0,0,0,0,0
7497,1,0,0,0,0,0,0,1,0,1,1
7502,0,0,0,0,0,0,0,1,0,0,0
7503,1,0,1,0,0,0,0,0,0,0,0
7505,1,0,0,0,0,0,0,0,0,0,0
7506,0,0,1,0,0,0,1,0,0,0,1
7507,0,0,0,0,0,1,1,1,0,0,0
7509,1,1,0,1,1,0,0,0,1,1,1
7511,0,0,0,0,0,1,0,0,0,1,1
7514,0,1,1,0,1,0,0,0,0,0,0
7516,0,1,0,0,0,0,0,1,0,0,0
7517,0,0,0,0,0,0,0,1,0,0,0
7518,0,0,0,0,0,0,0,1,0,0,0
7519,1,1,1,1,0,1,0,0,0,1,0
7520,0,0,1,0,0,0,0,0,0,0,0
7521,1,0,0,0,0,0,1,1,0,0,0
7523,0,0,0,0,0,0,0,0,0,1,0
7524,1,0,0,0,1,0,0,0,0,0,0
7525,1,1,0,1,1,1,1,0,1,1,1
7526,0,0,0,0,1,0,0,0,0,1,0
7527,0,0,0,0,0,1,0,0,0,0,0
7528,1,1,0,1,1,0,0,0,0,0,0
7530,0,0,0,0,0,1,0,0,0,0,0
7531,0,0,0,0,0,0,0,1,0,0,0
7534,0,0,1,0,1,0,0,0,0,0,0
7535,0,0,1,0,0,0,1,1,0,0,0
7537,0,0,0,0,0,0,0,0,0,0,0
7538,0,0,0,0,0,0,1,0,0,0,0
7540,1,0,0,0,0,0,0,0,0,0,0
7544,0,0,0,0,1,1,1,0,0,0,0
7545,0,0,1,0,0,0,0,0,0,1,0
7547,1,0,0,0,0,0,0,0,0,0,0
7549,0,0,0,0,0,1,0,0,0,0,0
7550,1,0,0,0,1,0,1,1,0,0,0
7551,0,0,1,0,0,1,1,1,0,1,0
7552,0,0,0,0,0,0,0,0,0,0,0
7554,1,1,1,0,1,0,0,0,0,0,0
7555,1,0,0,1,0,0,0,0,0,0,0
7556,1,0,1,0,0,0,0,0,0,0,0
7559,1,0,0,0,1,0,0,0,0,0,0
7561,0,0,0,0,0,1,0,0,0,0,0
7563,1,1,0,0,1,1,1,1,0,0,0
7564,1,0,0,0,0,1,0,0,0,0,0
7565,0,0,0,0,0,1,0,0,0,0,0
7566,0,0,0,0,1,0,0,1,0,0,0
7567,0,0,0,0,0,0,1,1,0,0,1
7568,0,0,0,0,1,0,0,0,0,0,1
7570,0,1,0,0,0,0,0,1,0,0,0
7571,0,0,1,0,0,0,0,0,0,0,1
7574,0,0,0,0,0,0,0,0,0,0,0
7575,0,0,1,0,0,0,0,0,0,0,0
7577,1,0,0,0,0,0,0,0,0,0,0
7578,1,1,1,1,1,1,1,1,0,1,0
7579,1,1,0,0,0,0,0,0,0,0,0
7580,1,0,0,0,0,0,0,0,0,0,0
7581,0,1,1,0,1,0,0,0,0,0,0
7582,1,0,1,0,0,0,0,0,0,0,0
7583,0,1,1,0,0,1,1,1,0,0,0
7584,1,0,0,0,1,0,0,0,0,0,0
7587,0,0,0,0,0,0,0,0,0,1,1
7589,1,1,1,0,1,1,0,0,0,0,0
7590,0,0,0,0,0,0,0,0,0,0,0
7591,1,1,0,1,1,1,1,1,1,1,1
7592,0,0,1,0,1,0,0,0,0,0,1
7593,1,0,0,0,1,1,1,0,0,0,0
7594,0,0,1,0,1,1,1,1,0,1,1
7595,0,0,0,0,0,0,0,0,0,0,0
7597,1,0,0,0,1,1,1,1,0,0,0
7598,0,0,1,0,0,0,0,0,0,0,1
7599,0,0,1,0,1,1,1,1,1,0,1
7601,0,0,0,0,0,0,0,1,0,0,0
7602,0,0,0,0,0,0,1,1,0,1,0
7603,0,0,1,0,0,0,0,0,0,0,1
7605,1,0,0,0,0,0,0,0,0,0,0
7608,0,0,0,1,0,0,1,1,0,1,1
7609,1,0,1,0,1,0,1,1,0,0,0
7610,1,0,0,0,0,0,0,0,0,0,0
7611,1,1,1,0,1,1,1,1,0,1,1
7612,0,0,1,0,0,0,0,0,0,0,0
7613,0,0,0,0,0,0,0,0,0,1,1
7614,0,0,0,0,1,0,0,0,0,1,0
7618,0,0,0,0,0,0,0,0,0,0,1
7619,0,1,1,0,0,0,0,0,0,0,0
7620,0,0,0,0,1,0,1,1,0,0,0
7621,0,0,0,0,0,0,0,1,0,0,0
7622,0,0,0,0,0,0,0,0,0,0,0
7623,0,0,1,0,0,0,0,0,0,0,0
7624,1,1,1,1,0,0,0,0,0,0,1
7625,1,1,0,1,0,0,0,0,1,1,0
7626,0,0,1,0,0,0,0,1,0,0,0
7627,0,0,0,0,0,0,0,0,0,0,0
7628,0,0,1,0,0,0,0,0,0,0,0
7629,0,0,0,0,0,0,1,1,0,1,0
7630,0,1,0,0,0,0,0,0,0,0,0
7631,1,0,0,0,1,0,0,0,0,0,0
7633,1,0,0,0,0,0,0,0,0,0,0
7634,0,0,1,0,0,0,0,0,0,0,0
7635,1,1,1,1,1,0,1,0,0,0,0
7636,1,0,1,1,0,0,0,1,0,0,0
7638,1,0,0,0,0,1,0,0,1,0,0
7641,1,1,1,1,1,0,0,0,0,0,0
7642,0,1,0,0,0,0,1,1,0,0,0
7643,1,0,0,0,0,0,0,0,0,0,0
7644,0,0,0,0,1,0,1,1,0,0,0
7646,1,1,1,0,1,1,1,1,1,0,1
7647,1,0,0,0,1,0,0,0,0,0,0
7651,0,0,0,0,0,0,1,1,0,1,1
7652,1,0,0,0,0,0,1,0,0,0,0
7653,0,0,0,0,0,0,1,1,0,1,0
7654,1,1,1,1,0,0,0,0,0,0,0
7655,0,0,0,0,1,0,1,0,0,0,1
7656,0,0,1,0,0,0,0,0,0,1,0
7657,1,1,0,0,1,0,0,0,0,0,0
7658,1,0,0,0,0,0,0,0,0,0,0
7659,0,0,0,0,1,1,1,1,0,0,0
7660,0,1,1,0,0,0,0,0,0,0,0
7661,0,0,1,0,0,0,0,0,0,0,0
7662,0,0,0,0,0,0,1,1,0,1,0
7664,0,0,1,0,1,0,0,0,0,1,1
7666,0,0,1,0,0,0,0,0,0,0,0
7667,0,0,0,0,0,0,0,0,0,0,0
7668,0,0,0,0,1,0,0,0,0,0,1
7669,0,1,0,0,0,1,1,1,0,0,0
7670,0,0,0,0,1,1,0,0,0,0,0
7671,0,0,0,0,0,0,0,1,0,0,0
7672,0,0,0,0,0,0,0,0,0,0,1
7673,0,0,0,0,1,0,1,0,0,0,0
7674,0,0,0,0,0,0,0,1,0,0,0
7675,0,0,0,0,0,0,0,0,0,0,1
7676,0,0,0,0,1,0,1,1,0,0,0
7677,0,0,0,0,1,0,1,1,0,0,0
7678,0,0,0,0,0,1,1,0,0,0,0
7679,0,0,0,0,0,0,0,1,0,0,0
7680,0,0,0,0,0,0,0,0,0,0,0
7681,1,0,0,0,1,0,0,0,0,0,1
7683,0,0,0,0,1,0,0,1,0,0,0
7684,0,0,1,0,1,0,0,0,0,0,1
7685,1,1,0,0,0,0,0,0,0,0,0
7686,0,0,0,0,1,0,0,1,0,0,0
7687,0,0,1,0,1,0,0,0,0,1,1
7689,0,0,0,0,1,0,0,0,0,0,0
7690,0,0,1,0,0,0,0,0,0,0,0
7691,0,0,0,0,0,0,1,1,0,0,0
7692,0,0,0,0,0,0,1,0,0,0,0
7693,0,0,0,0,0,0,0,0,0,0,1
7695,1,0,0,0,1,0,1,1,0,0,0
7698,0,0,0,0,0,0,1,1,0,0,0
7699,0,0,0,0,0,0,1,0,0,0,0
7700,0,0,1,0,0,0,0,0,0,0,0
7704,1,0,1,0,1,1,1,1,0,0,0
7705,0,0,1,0,0,0,1,1,0,0,0
7706,1,0,0,0,0,0,0,0,0,0,0
7707,0,0,0,0,0,0,0,1,0,0,0
7708,0,0,0,0,1,0,0,0,0,0,0
7709,0,1,1,0,1,0,0,0,0,0,0
7710,0,0,1,0,0,0,0,0,0,1,0
7711,0,0,0,0,0,0,0,0,0,0,0
7712,0,0,0,0,0,0,0,0,0,1,1
7713,1,0,1,0,0,0,0,0,0,0,0
7714,0,0,0,0,0,0,0,0,1,0,1
7715,0,0,0,0,0,0,1,0,0,0,0
7716,0,0,0,1,1,0,1,0,0,0,0
7717,1,1,0,0,0,0,0,0,0,1,0
7718,0,0,0,0,0,0,1,0,0,0,0
7719,0,0,0,0,0,0,0,0,0,0,1
7720,0,0,1,0,0,0,0,0,0,0,0
7721,0,0,0,0,0,0,0,0,0,1,0
7722,0,0,0,0,0,0,0,1,0,0,0
7724,0,0,1,0,0,0,0,1,0,0,0
7725,0,0,1,0,0,0,0,0,0,0,1
7729,0,0,1,0,1,0,0,0,0,0,0
7730,0,0,0,0,0,1,1,1,0,0,0
7731,0,0,0,0,0,0,0,0,0,0,0
7732,1,0,1,1,0,0,0,0,1,0,1
7733,0,0,1,0,0,0,1,0,0,1,1
7735,0,0,1,0,1,0,0,0,1,1,1
7736,1,0,1,0,1,0,0,0,0,0,0
7737,0,0,0,0,1,0,1,1,0,0,0
7738,0,0,0,0,0,1,1,1,0,0,0
7739,0,0,1,0,1,0,0,0,0,1,0
7740,1,0,0,0,0,0,0,0,0,0,0
7741,1,1,0,0,1,0,1,0,0,0,0
7743,0,0,0,0,1,1,0,1,0,0,0
7744,1,0,0,0,0,0,0,0,0,0,0
7747,1,0,1,1,0,0,0,0,1,1,0
7748,1,1,0,0,1,0,0,0,0,0,0
7752,1,0,0,0,0,1,0,0,0,0,0
7755,0,0,0,0,0,0,0,0,0,0,0
7756,1,0,0,0,0,0,0,0,0,0,0
7757,1,1,1,0,1,0,0,0,0,0,0
7760,0,0,1,0,0,0,0,0,0,0,0
7762,0,0,0,0,0,0,1,1,0,0,0
7763,1,0,0,0,0,1,0,0,0,0,0
7766,1,1,1,0,0,0,0,0,0,0,0
7767,0,0,0,0,0,1,0,0,0,0,0
7768,1,0,0,0,0,0,0,0,0,0,0
7770,1,0,0,0,0,0,0,0,0,0,0
7771,0,0,0,0,0,0,0,1,0,0,0
7773,0,0,1,0,0,0,0,0,0,0,0
7775,0,0,0,0,0,0,0,1,0,0,0
7776,0,0,1,0,0,0,0,0,0,0,0
7777,0,0,0,0,0,0,1,1,0,0,0
7778,1,0,0,0,1,0,1,0,0,0,0
7779,1,0,0,0,0,0,0,0,0,0,0
7780,0,0,0,0,0,0,1,0,0,0,0
7782,1,0,1,0,1,0,0,0,0,0,0
7784,0,1,0,0,0,0,0,0,0,0,0
7785,0,0,1,0,0,0,0,0,0,0,0
7786,0,0,0,0,1,0,1,1,0,0,0
7787,1,1,1,0,1,0,0,0,0,0,0
7790,1,0,0,0,1,0,0,0,0,0,0
7791,1,0,0,0,1,0,0,1,0,0,0
7792,0,0,0,0,0,1,0,1,0,0,0
7795,0,0,0,0,0,0,1,1,0,0,0
7796,1,1,1,0,1,0,0,0,0,0,0
7797,0,0,0,0,0,0,1,0,0,0,0
7798,0,0,0,0,0,0,0,1,0,0,1
7799,1,0,0,0,0,0,0,0,0,0,0
7800,1,0,0,0,0,0,0,0,1,1,1
7801,1,0,1,1,0,0,0,0,0,0,0
7803,1,0,1,0,0,0,0,0,0,0,0
7804,0,0,0,0,0,0,0,0,0,1,0
7805,1,0,0,0,0,1,1,0,0,0,0
7811,1,1,0,1,1,0,1,1,0,0,0
7812,0,0,0,0,1,0,0,0,0,0,0
7813,1,0,0,1,0,0,0,0,0,0,0
7818,0,0,0,1,0,0,0,0,0,0,0
7820,1,1,0,0,0,1,1,0,0,0,0
7821,0,1,0,0,0,0,0,0,0,0,0
7822,1,0,0,0,0,0,0,0,0,0,0
7826,0,0,0,0,0,0,0,0,0,0,0
7827,0,0,0,1,1,0,0,0,0,0,0
7828,0,0,0,0,0,0,1,0,0,0,0
7830,1,0,0,0,0,0,0,0,0,0,0
7831,0,0,0,0,1,0,1,0,0,0,1
7832,1,0,1,1,1,1,1,0,0,0,0
7833,0,0,0,0,0,0,0,1,0,0,1
7834,0,0,0,0,0,0,0,0,0,1,1
7836,0,1,0,0,0,0,0,0,0,0,0
7837,1,0,0,0,0,0,0,1,0,0,0
7839,0,0,0,0,0,0,1,1,0,0,0
7840,0,0,0,0,0,0,0,1,0,0,0
7841,1,1,0,0,1,0,0,0,0,0,0
7842,0,0,0,0,0,0,0,0,0,0,0
7844,0,0,0,0,1,0,1,1,0,0,0
7845,0,0,0,0,0,0,0,0,0,0,0
7846,1,0,1,0,1,1,0,0,1,1,1
7847,0,0,0,0,0,0,0,1,0,0,0
7848,1,0,1,0,0,0,0,0,0,0,1
7849,1,1,0,0,1,1,0,0,1,0,1
7850,1,1,0,1,1,0,0,0,0,0,0
7851,0,0,0,0,0,0,1,1,0,0,0
7852,0,0,0,0,0,0,0,0,1,0,1
7853,0,0,0,0,0,0,0,0,1,1,0
7854,0,0,0,1,1,0,0,0,0,1,1
7855,1,1,0,0,1,0,0,0,0,0,0
7856,0,1,1,0,0,0,0,0,0,0,0
7857,0,0,0,0,0,0,1,0,0,0,0
7858,0,0,0,0,0,1,0,0,0,0,0
7859,0,0,1,1,1,0,0,0,0,0,0
7860,0,0,1,0,0,0,0,0,0,1,1
7862,0,0,0,0,0,0,1,1,0,0,0
7863,0,0,0,0,0,0,0,1,0,0,0
7867,1,0,0,0,1,0,0,0,0,0,0
7868,1,1,0,0,0,0,0,0,0,0,0
7871,1,1,1,0,1,0,0,0,0,1,0
7872,1,0,0,0,1,1,0,0,0,0,0
7873,0,1,0,0,1,0,1,1,0,0,0
7874,0,0,1,1,0,0,0,0,0,0,0
7875,0,0,0,0,0,0,0,1,0,0,0
7876,1,0,0,0,1,1,1,1,0,1,0
7877,0,0,1,0,0,0,0,0,1,0,0
7878,1,1,1,0,1,0,0,0,0,0,0
7879,1,0,1,0,1,0,0,0,0,0,0
7880,1,0,0,0,0,0,0,0,0,0,0
7882,0,0,1,0,0,0,1,1,1,0,0
7883,0,0,1,0,0,0,0,1,0,0,0
7887,0,0,0,1,0,0,0,0,0,0,0
7889,1,0,0,0,0,0,0,0,0,1,1
7891,0,0,0,0,0,0,0,1,0,0,0
7892,0,0,0,0,0,0,0,1,0,0,1
7895,1,0,0,0,0,0,0,0,0,0,0
7896,1,0,0,0,0,0,0,0,0,0,0
7897,1,1,0,0,1,0,1,0,0,0,0
7900,1,0,0,0,0,0,0,0,0,0,0
7901,0,0,0,0,1,1,1,0,0,0,0
7902,1,1,0,0,1,0,1,1,0,0,0
7903,0,0,1,0,0,0,0,0,0,0,0
7904,0,0,1,0,0,0,1,1,0,0,1
7905,1,0,0,0,1,0,1,1,0,1,0
7906,1,0,0,0,0,0,0,0,0,0,0
7907,0,0,1,0,0,0,0,0,0,0,0
7908,0,0,0,0,0,0,0,0,0,0,0
7909,1,1,0,0,1,0,0,0,0,0,0
7911,0,0,0,0,0,0,0,0,0,0,0
7912,0,1,0,0,0,0,0,0,0,0,0
7913,0,0,0,1,0,0,0,0,0,0,0
7914,1,0,0,0,0,0,1,1,0,1,0
7916,1,0,0,0,0,0,0,0,1,1,0
7917,0,0,1,0,0,0,0,0,1,1,1
7919,1,1,0,0,1,0,1,0,1,0,0
7920,1,1,0,0,1,1,1,1,0,0,0
7921,0,0,0,1,1,0,0,0,0,0,0
7922,0,0,1,0,0,0,0,1,0,0,0
7923,0,0,0,0,0,0,0,0,0,1,0
7924,0,1,0,0,0,0,0,0,0,0,0
7925,1,0,0,0,0,0,1,0,0,0,0
7926,0,0,1,0,1,0,0,0,0,0,0
7927,0,0,0,0,0,1,0,1,0,0,0
7928,0,0,0,0,0,0,0,0,1,1,0
7931,0,0,0,0,0,0,0,1,0,0,0
7932,0,0,0,0,1,0,0,0,0,0,0
7933,1,0,0,0,1,1,1,0,0,0,0
7935,0,0,1,0,0,0,0,0,0,0,0
7936,0,1,0,0,0,0,1,0,0,0,0
7938,0,0,0,0,0,0,0,0,1,0,0
7939,1,1,1,0,1,0,0,0,0,0,0
7940,1,0,0,1,1,1,0,1,1,0,0
7941,0,0,1,0,0,0,0,0,0,1,1
7943,0,0,0,0,0,0,0,1,0,0,0
7944,0,0,0,1,1,0,0,0,0,0,0
7945,0,0,0,0,1,0,0,0,0,0,0
7947,0,0,0,0,0,0,0,0,0,0,0
7949,0,0,1,0,0,0,0,0,1,0,0
7950,0,0,1,0,0,0,0,0,0,0,0
7952,1,0,0,0,0,0,0,0,0,0,0
7953,1,0,0,0,0,1,0,0,0,1,0
7954,0,0,0,0,0,1,0,1,0,0,0
7955,1,1,0,0,1,0,1,1,0,0,0
7956,0,0,1,0,0,0,0,0,0,0,0
7957,1,0,0,0,1,0,0,0,0,0,0
7958,0,0,0,0,0,1,1,0,0,1,0
7961,0,0,0,0,0,0,0,0,0,1,0
7962,0,0,0,0,0,0,0,0,0,0,0
7963,0,0,0,0,0,0,0,0,0,0,1
7964,1,0,0,0,0,0,0,0,0,0,0
7965,0,0,1,0,1,0,0,0,0,0,0
7969,0,0,0,0,1,0,0,0,0,0,0
7970,0,0,0,1,0,0,0,0,0,0,0
7971,0,0,0,0,0,0,0,0,0,0,0
7972,0,0,0,0,0,0,0,1,0,0,0
7973,0,0,0,1,0,0,0,0,0,0,0
7975,0,0,0,0,0,0,1,0,0,0,0
7976,0,0,0,0,0,0,0,1,0,0,0
7977,0,1,0,0,0,0,0,1,0,0,0
7978,1,1,1,0,1,0,0,0,0,0,0
7979,1,0,1,0,0,0,0,0,0,0,0
7980,0,0,1,0,0,0,0,0,0,0,0
7981,0,0,0,0,0,1,0,1,0,0,0
7983,0,1,0,1,1,0,0,0,0,0,0
7985,1,1,0,0,0,0,0,0,0,0,1
7986,0,0,1,0,0,0,0,0,0,0,0
7987,1,1,0,0,1,0,0,0,0,0,0
7988,0,0,0,0,1,0,1,0,0,0,0
7989,0,0,0,0,0,0,0,0,0,0,0
7990,1,1,0,1,1,0,0,0,0,0,0
7991,1,1,1,1,1,0,0,0,0,0,0
7992,1,0,0,0,1,0,1,0,0,0,0
7993,1,1,1,0,0,0,0,0,0,1,1
7996,0,0,0,0,0,0,0,0,0,0,1
7997,0,0,1,0,1,0,0,1,0,0,0
7998,0,0,0,0,1,0,0,0,0,0,0
8000,0,0,0,0,0,0,0,1,0,0,0
8003,1,1,1,1,1,0,0,0,1,1,1
8004,0,0,0,0,0,0,0,0,0,0,0
8005,1,0,0,1,0,0,0,0,0,0,0
8006,0,0,1,0,0,0,0,0,0,0,0
8007,0,0,0,0,0,0,1,0,0,0,0
8008,0,0,0,0,0,1,0,0,0,0,0
8009,1,0,1,0,0,0,0,0,0,0,0
8010,0,0,1,0,0,0,0,0,0,0,0
8011,0,0,0,0,0,1,0,1,0,0,0
8012,0,0,0,0,1,0,0,0,0,1,0
8013,0,0,0,0,0,0,0,0,0,0,1
8015,0,1,0,0,1,1,1,1,0,1,1
8016,0,0,0,0,1,0,1,0,0,0,0
8017,0,0,0,0,0,0,0,0,0,0,0
8020,0,0,1,1,1,0,1,0,0,0,0
8021,0,0,0,1,0,0,0,0,0,0,0
8022,0,0,1,0,1,0,1,0,0,1,0
8023,1,0,0,0,1,0,1,0,0,0,0
8024,1,0,0,0,0,0,0,0,0,0,0
8027,0,0,0,0,0,0,1,1,0,0,0
8028,1,1,0,0,0,1,0,0,0,0,0
8029,0,0,1,0,0,0,1,1,0,1,0
8031,0,0,0,1,1,1,1,1,0,0,0
8032,0,0,1,0,1,0,1,1,0,0,0
8033,1,1,0,1,0,1,1,1,0,1,0
8034,1,1,1,0,1,0,0,0,0,0,1
8035,0,1,0,0,0,0,1,0,0,1,1
8036,0,0,0,0,0,0,0,0,0,0,0
8038,0,0,1,0,0,0,1,0,0,0,0
8039,1,1,1,0,0,0,1,1,1,0,0
8040,0,1,0,0,0,0,1,0,0,0,0
8041,1,0,0,0,0,1,0,0,0,0,0
8042,0,1,0,0,0,0,0,0,0,0,0
8043,0,0,0,0,1,0,0,1,0,0,0
8045,0,0,0,0,0,0,0,0,1,0,0
8046,1,0,0,0,0,0,0,0,0,0,0
8048,1,1,1,0,1,1,1,1,0,0,0
8049,0,0,0,1,0,0,0,1,0,0,0
8050,0,0,1,0,0,0,0,0,0,0,0
8052,0,0,0,0,0,0,1,0,0,0,0
8054,0,0,0,1,0,0,0,0,0,0,0
8057,1,1,1,0,1,1,1,0,0,0,0
8058,0,0,1,0,0,0,0,0,0,0,0
8059,1,1,1,0,0,0,0,0,0,0,0
8061,1,0,0,0,0,0,1,0,0,0,0
8062,0,1,0,0,0,0,0,0,0,0,0
8064,0,0,1,0,0,0,0,0,0,0,0
8065,1,1,0,0,0,0,0,0,0,0,0
8066,1,1,0,0,1,0,0,0,0,0,0
8068,0,0,0,0,0,0,0,0,0,0,0
8071,1,0,0,0,1,1,1,1,0,0,0
8072,0,0,0,0,0,1,0,0,0,1,0
8073,0,0,1,0,0,0,1,0,0,0,0
8074,0,0,1,0,0,0,0,0,0,0,0
8075,0,0,0,0,0,0,0,0,0,0,1
8076,0,0,1,0,0,0,1,1,0,0,0
8078,0,0,0,0,0,0,1,1,1,0,0
8080,0,0,0,1,0,0,0,0,0,0,0
8081,0,0,0,0,0,0,0,0,0,1,1
8082,0,0,0,0,0,0,0,0,0,0,0
8084,0,0,0,0,0,0,0,0,0,1,0
8088,0,0,0,0,0,0,0,0,0,0,0
8089,1,0,1,0,1,0,0,0,0,0,0
8090,1,0,0,0,0,0,0,0,0,0,0
8091,0,0,0,0,0,0,0,1,0,0,0
8094,0,0,0,0,1,0,0,1,0,0,0
8096,0,0,0,0,0,1,1,1,0,0,0
8097,0,0,0,0,1,0,0,0,0,0,0
8098,0,0,0,1,0,0,0,0,0,0,0
8099,1,0,0,0,1,0,0,0,0,0,0
8100,0,1,0,0,0,0,0,0,0,0,0
8101,0,0,0,0,1,0,0,0,0,0,0
8103,0,0,0,0,0,1,1,1,0,0,0
8105,0,0,0,0,0,0,0,1,0,0,0
8108,0,0,0,0,0,0,1,0,0,0,0
8112,0,0,1,0,0,0,1,1,0,0,0
8114,1,0,0,0,0,0,0,0,0,0,0
8115,0,0,1,1,0,0,0,0,0,0,0
8116,0,0,0,0,1,0,1,1,0,0,0
8117,1,1,0,0,0,0,0,0,0,0,0
8119,0,0,1,0,0,1,0,0,0,1,0
8120,0,1,1,0,0,0,0,0,0,0,0
8121,0,0,0,0,0,1,0,0,0,0,0
8123,1,1,1,1,1,0,0,0,0,0,0
8124,0,0,1,0,0,0,0,1,0,0,0
8125,1,0,0,0,0,0,1,0,0,0,0
8126,1,1,1,0,0,0,1,1,0,0,0
8128,0,0,0,0,0,1,0,0,0,0,0
8129,0,0,1,0,1,0,0,0,1,0,1
8131,0,0,0,0,1,0,0,0,0,0,0
8132,0,0,0,0,0,0,1,1,0,0,0
8133,1,0,1,0,0,0,0,1,0,0,1
8135,0,0,0,0,0,1,0,0,1,1,0
8138,0,1,0,0,0,0,0,0,0,0,0
8139,1,0,0,0,0,0,0,0,0,0,0
8140,0,0,0,0,0,1,1,1,0,0,0
8141,0,0,1,0,0,0,0,0,0,0,0
8142,1,0,1,0,1,1,1,1,1,0,0
8143,1,0,0,0,0,0,0,0,0,0,0
8144,0,0,0,0,0,0,0,0,0,0,0
8146,0,0,0,0,0,0,0,1,0,0,0
8147,0,0,0,0,0,0,0,1,0,0,0
8150,0,0,0,0,1,1,1,0,0,0,0
8151,0,1,1,0,1,0,0,0,0,0,0
8152,0,0,0,0,0,0,1,0,0,1,0
8153,0,0,0,0,1,0,0,0,0,0,0
8154,1,0,0,0,0,1,1,0,0,0,0
8155,1,0,0,0,1,1,0,0,0,0,0
8158,0,0,0,0,0,0,0,0,0,1,0
8159,1,0,0,0,0,0,0,0,0,0,0
8161,0,0,0,0,1,0,0,0,0,0,0
8164,0,0,1,0,1,0,1,1,1,0,1
